:START_ID,:END_ID,:TYPE,weight
event/d060ebf3,why_father’s_family_name_is_pirrip/3cc79c9d,PRODUCES_MOTIVATION,0.467
event/d060ebf3,why_infant_tongue_has_limited_abil/13a2f674,PRODUCES_MOTIVATION,0.533
event/441cbba4,why_infant_tongue_can_only_produce/89f95866,PRODUCES_MOTIVATION,1.0
event/744f4608,why_pip_has_already_named_himself_/fc8a147c,PRODUCES_MOTIVATION,1.0
event/bc439683,why_information_appears_on_his_fat/2f384f2a,PRODUCES_MOTIVATION,1.0
event/26432d99,why_relationship_between_pip’s_sis/f3bf8a77,PRODUCES_MOTIVATION,1.0
event/3f44d653,why_pip’s_father_died_before_pip_c/cc3614a0,PRODUCES_MOTIVATION,1.0
event/38ac4381,why_pip’s_mother_died_before_he_co/17d1d2f9,PRODUCES_MOTIVATION,1.0
event/ecc70151,why_their_days_were_before_the_day/67f3f94b,PRODUCES_MOTIVATION,1.0
event/b74d1681,why_lack_of_real_images_of_his_par/f9b3dc41,PRODUCES_MOTIVATION,0.471
event/b74d1681,why_presence_of_their_tombstones_w/6c619097,PRODUCES_MOTIVATION,0.529
event/c5d3429e,why_shape_of_the_letters_on_his_fa/4f8e7a05,PRODUCES_MOTIVATION,1.0
event/a0de06a5,why_tombstone_bears_inscription_'a/da4740b2,PRODUCES_MOTIVATION,1.0
event/f54afb3c,why_character_and_turn_of_the_insc/9f1200e9,PRODUCES_MOTIVATION,1.0
event/7cb78de4,why_harshness_of_'universal_strugg/b93caf2a,PRODUCES_MOTIVATION,1.0
event/1f4eff21,why_cultural_practice_of_marking_g/22220b51,PRODUCES_MOTIVATION,1.0
event/416b8459,why_appearance_and_arrangement_of_/58c53c3c,PRODUCES_MOTIVATION,0.529
event/416b8459,why_childish_imagination_about_pos/d3399014,PRODUCES_MOTIVATION,0.471
event/f0234d7e,why_childish_credulity_and_attachm/5f010293,PRODUCES_MOTIVATION,1.0
event/25d55cad,why_geographical_surroundings_of_p/4f1a6208,PRODUCES_MOTIVATION,1.0
event/4e67e895,why_familiarity_with_local_geograp/21ba6ff1,PRODUCES_MOTIVATION,1.0
event/5de36473,why_setting:_a_memorable_raw_after/45073f87,PRODUCES_MOTIVATION,0.533
event/5de36473,why_pip’s_developmental_stage_enab/b8a643ca,PRODUCES_MOTIVATION,0.467
